,0,1
3850,문경 먼지 공기,3
3851,시흥 날씨 춥니,0
3852,온도 많이 더울까,0
3853,좋은 사진 찍을만한 여행지 알고싶어,2
3854,영월 사람 많은 본점 추천,1
3855,그러면 장성 빙수 맛집 알려줄래,1
3856,양평 미세먼지 심할지 알려줘,3
3857,양주 관광지 궁금해,2
3858,그러면 모레 양양 날씨 말해줘,0
3859,대구 송파구 초미세먼지 어때,3
3860,안양 오징어 식당 알려줘,1
3861,전라도 근처 해변 알려주세요,2
3862,수원 비오냐,0
3863,나 화요일 가는데 다음 주 전주 미세먼지 심하려나,3
3864,군위 가기 좋은 관광지 알려주세요,2
3865,목요일 추울까,0
3866,강릉 날씨 좋니,0
3867,음성 갈비 맛집 알려줄래,1
3868,경상북도 오존 심할지 알려줘,3
3869,모레 삼척 아니 우산 챙겨야 할까,0
3870,서울 은평구 공기상태,3
3871,이번 주 서울 눈 오니,0
3872,중랑구 잘 하는 닭꼬치 알려주세요,1
3873,제주 베이커리 추천해 주세요,1
3874,대전 서초구 미세먼지,3
3875,하여튼 연천 비빔밥 알고싶어,1
3876,서초구 미세먼지 말해 주세요,3
3877,고창 꼭 가봐야 하는 숙박 시설 알려주라,2
3878,현재 거제 혹시 덥니,0
3879,송파 미세먼지 아 말해줘,3
3880,인기 많은 새우 알고싶어,1
3881,군포 더울까,0
3882,여주 비오냐,0
3883,보은 라멘 맛집 알려줄래,1
3884,경기도 주변 여행지 알려주라,2
3885,고양 날씨 춥냐,0
3886,서울 강동구 맥주 맛집 추천해 줘,1
3887,군위 베이커리 알고싶어,1
3888,대구 흐리려나,0
3889,무안 우산 챙겨야해,0
3890,은평구 현재 미세먼지 어떨까,3
3891,충청도 눈 오는지 말해 줘봐,0
3892,강원도 황사 어떤지 알아봐줘,3
3893,성동구 방송 나온 파스타 추천해 주라,1
3894,토요일 혹시 미세먼지 심하려나,3
3895,의정부 가봐야 하는 명소 알려주세요,2
3896,아 목요일 연천 미세먼지 알려줘,3
3897,백령도 오늘 황사 알려줘,3
3898,아름다운 사진 촬영 할만 한 여행지 알려줘,2
3899,충청도 근처 꽃 알려주라,2
3900,서울 광진구 치킨 맛집 알려주라,1
3901,서산 들려야 하는 명소 알려줄래,2
3902,경기도 주변 휴양지 추천해 줘,2
3903,진도 눈 오냐,0
3904,영월 미세먼지,3
3905,제천 날씨 맑냐,0
3906,안동 공기상태,3
3907,내일 홍성 그럼 미세먼지,3
3908,소문난 감자탕 알고싶어,1
3909,강남구 주변 갈대 알려줘,2
3910,다음 주 전주 갈 건데 미세먼지 심하려나,3
3911,괜찮은 국밥 어디 있냐,1
3912,장성 우산 챙겨야해,0
3913,어디 공연장 추천할래요,2
3914,무안 공기 미세먼지,3
3915,아 이번 주 대구 날씨 비 오는지 알려줘,0
3916,서울 용산구 날씨 추울까,0
3917,속초 날씨 더울까,0
3918,포천 잘 하는 마카롱 추천해 주라,1
3919,아름다운 셀카 촬영 할만 한 여행지 어디 있니,2
3920,의왕 미세먼지 알려줘,3
3921,한편 강원 삼척시 날씨 알려줄래,0
3922,날씨 어떨까,0
3923,무안 흐리냐,0
3924,태안군 미세먼지 알려줘,3
3925,창녕 잘 하는 콩나물 국밥 알려줄래,1
3926,경기장 없을까,2
3927,태백 꼭 가봐야 하는 영화관 어디 있냐,2
3928,함양 맑니,0
3929,하남 횟집 어디 있냐,1
3930,서울 광진 덥냐,0
3931,의령 공기 좋으려나,3
3932,만두 군침 맛집 추천해줘,1
3933,그러면 함양 후라이드 식당 알고싶어,1
3934,옥천 날씨 흐리냐,0
3935,원주 미세먼지 맑나요,3
3936,충청북도 주변 갯벌 어디 있니,2
3937,갈만한 여행지 어디 있을까요,2
3938,김천 추울까,0
3939,종로구 방송 나온 베이커리 알려주라,1
3940,공기 어떠냐,3
3941,망원동 미세먼지 알려줘,3
3942,그 날 미세먼지 많이 심하나,3
3943,충청도 초미세먼지 어떤지 말해 주세요,3
3944,안산 공기상태,3
3945,제일 맛있는 물냉면 알고싶어,1
3946,인생 셀카 촬영 할만 한 여행지 알고싶어,2
3947,해남 눈 올까,0
3948,노원구 일요일 먼지 알려줬으면,3
3949,완도 우산 써야하니,0
3950,추억 셀카 찍을만한 휴양지 어디 있니,2
3951,을왕리 가는데 뭐 먹을까,1
3952,경상남도 주변 휴양지 알고싶어,2
3953,강원도 주변 여행지 알려줘,2
3954,광명 구경 할만 한 시장 알려줘,2
3955,홍성 미세먼지 알려주세요,3
3956,내일 강진 날씨 흐릴까,0
3957,안양 술집 알려주세요,1
3958,경상북도 주변 산 추천해 주라,2
3959,화순 인기 많은 맛집 알려줄래,1
3960,인천 중랑구 미세먼지 심할까,3
3961,오늘 광양 날씨 덥냐,0
3962,김포 피자 집 어디 있니,1
3963,제주도 주변 휴양지 알고싶어,2
3964,근처 소문난 맛집 알려줘,1
3965,서초구 맛있게 하는 가츠동 알려주라,1
3966,수원 날씨 춥냐,0
3967,고성 우산 가져가야하니,0
3968,모레 전북 우비 입어야 하니,0
3969,함평 날씨 춥니,0
3970,최고 셀카 촬영 할만 한 휴양지 어디 있니,2
3971,복어탕 화제 맛집 어딘데,1
3972,관광 할만 한 선탠 휴양지 어디 있냐,2
3973,영천 가볼만 한 미술관 알고싶어,2
3974,무주 갈만 한 국제 공원 알려줄래,2
3975,그니까 광주 이번 주 눈 오려나,0
3976,괴산 가볼만 한 관광지 어디 있냐,2
3977,마스크 챙길까 말까,3
3978,의왕 마스크 챙겨야 할까,3
3979,서울 근처 벚꽃 추천해 주세요,2
3980,창원 티비 나왔던 코스요리 추천,1
3981,영광 우산 필요하냐,0
3982,서울 용산구 짬뽕 알려주라,1
3983,아름다운 사진 찍 수 있는 여행지 알려주라,2
3984,순대 추천해 주라,1
3985,화순 갈비 집 알려주라,1
3986,김천 김밥 맛집 추천해 줘,1
3987,용산 가볼만 한 명소 추천해 주라,2
3988,청주 꼭 들려야 하는 여행지 추천해 줘,2
3989,고령 구경 할만 한 공원 어디 있니,2
3990,어디 여행지 가는게 좋을까,2
3991,대구 중랑구 미세먼지,3
3992,달콤한 브라우니 먹고싶어,1
3993,오늘 더구나 정성군 미세먼지 알려줘,3
3994,서초구 제일 맛있게 하는 왕 갈비 알려줘,1
3995,일식집 알려줄래,1
3996,야 대구 파스타 맛집 추천해 주라,1
3997,서울 서대문구 소문난 카페 알고싶어,1
3998,경산 먼지 어떤지 알려주세요,3
3999,예천 우산 필요하니,0
4000,영주 마스크 써야하니,3
4001,창원 날씨 춥냐,0
4002,서울 은평구 맥주 맛집 추천해 주라,1
4003,우산 챙길까 말까,0
4004,진도 떡갈비 집 어디 있니,1
4005,용산구 괜찮은 쌀국수 추천해 줘,1
4006,기장구 가족끼리 계곡 여행 가고 싶어,2
4007,내일 부안 날씨 말해주라,0
4008,성동구 괜찮은 순두부 알려주라,1
4009,금산 날씨 춥냐,0
4010,근처 잘 하는 맛집 추천해 줘,1
4011,경상남도 구경 하기 좋은 구경거리 추천해 주라,2
4012,아니 영월 햄버거 맛집 어디 있니,1
4013,서울 구로구 날씨 어떠니,0
4014,아름다운 셀카 찍기 좋은 여행지 추천해 줘,2
4015,내일모레 목포 가는데 관광지 알려줘,2
4016,태백 인기 많은 해장국 추천해 주세요,1
4017,광주 동대문구 공기상태,3
4018,충청북도 눈 올지 말해 줘줘,0
4019,이번 주 인천 날씨 눈 오니,0
4020,남양주 빵집 추천해 주라,1
4021,서울 중구 맑니,0
4022,경상남도 근처 휴양지 어디 있니,2
4023,천안 공기 미세먼지,3
4024,완도 괜찮은 물냉면 추천해 주라,1
4025,하남 꼭 들려야 하는 관광지 알려주세요,2
4026,성북구 술집 알려줄래,1
4027,안산 맛집 먹을까,1
4028,충청북도 근처 벚꽃 알려주세요,2
4029,남양주 더울까,0
4030,인천 성동구 미세먼지,3
4031,봉화 가봐야 하는 유원지 어디 있니,2
4032,유명한 스키장 어디 있어요,2
4033,예천 우동 맛집 알려줘,1
4034,광명 우산 필요하냐,0
4035,내일 안성 미세먼지 ㅋㅋ,3
4036,순천 카페 알려주라,1
4037,강서구 유명한 비빔냉면 알려주라,1
4038,과천 가봐야 하는 관광지 알고싶어,2
4039,현재 군산 그럼 마스크 챙겨야해,3
4040,청양 날씨 덥니,0
4041,익산 맑을까,0
4042,서울 강남구 춥니,0
4043,서울 용산구 김치 찜 알고싶어,1
4044,예산 맑니,0
4045,말하자면 오늘 아산시 날씨 뭐야,0
4046,양천구 괜찮게 하는 새우 튀김 어디 있니,1
4047,함양 갈비 맛집 어디 있니,1
4048,신안 미세먼지,3
4049,충청북도 주변 강 알려줘,2
4050,너무 춥지 않으려나,0
4051,해남 더울까,0
4052,제일 맛있는 보쌈 어디 있니,1
4053,먼지 궁금해,3
4054,사람 많은 치킨 버거 음식점,1
4055,임실 날씨 춥냐,0
4056,충청도 근처 바다 알려주라,2
4057,서울 광진 먼지 미세먼지,3
4058,이번 주 평택 미세먼지 알려주세요,3
4059,음식점 맛 좋은 곳 먹어,1
4060,고창 맑냐,0
4061,마스크 써야 하니,3
4062,포천 마스크 챙길까,3
4063,고창 미세먼지 어떨까,3
4064,종로구 분식집 추천 해줘,1
4065,영월 베이커리 알려주라,1
4066,양주 우산 챙길까,0
4067,영월 닭꼬치 맛집 추천해 줘,1
4068,포천 미세먼지,3
4069,군산 우산 가져가야하니,0
4070,서울 송파구 카페 어디 있냐,1
4071,해볼만 한 불꽃놀이 여행지 어디 있냐,2
4072,울릉 미세먼지,3
4073,수원 카페 추천해 주라,1
4074,당진 관광 해볼만 한 명소 알려주라,2
4075,화천 유명한 명소 추천해 줘,2
4076,경상남도 근처 산 추천해 주세요,2
4077,아산 비 올지 알려줄 수 있니,0
4078,용산구 죽집 알고싶어,1
4079,충주 미세먼지,3
4080,아 논산 매운탕 추천해 주라,1
4081,이번 주 대구 미세먼지 많이 부는지 알려줘,3
4082,청주 비 올까,0
4083,셀카 촬영 할만 한 여행지 알려줄래,2
4084,진도 미세먼지,3
4085,서울 노원구 흐릴까,0
4086,인생 사진 찍기 좋은 휴양지 추천해 ㅇㅇ,2
4087,강원도 주변 산 어디 있니,2
4088,청송 분식집 알려줘,1
4089,이번 주 여행 가는데 특히 광주 어디 갈까,2
4090,경상북도 근처 강 알려주세요,2
4091,양천구 근처 계곡 추천해 주세요,2
4092,담양 김밥 집 알려주세요,1
4093,철원 날씨 덥냐,0
4094,구미 날씨 어떠려나,0
4095,의성 눈 오니,0
4096,서천 카페 추천해 주세요,1
4097,내일 게다가 광명 날씨 어떠니,0
4098,나 서울 여행 가는데 미세먼지 알려줘,3
4099,서울 영등포 우산 가져갈까,0
4100,제주도 근처 갯벌 알려주라,2
4101,충청북도 주변 바다 알려주세요,2
4102,혹시 날씨 시원할까,0
4103,울진 놀기 좋은 숙박 시설 알고싶어,2
4104,중구 근처 계곡 알려줘,2
4105,고성 미세먼지 어떤지 알 수 있을까,3
4106,서울 강북구 날씨 춥냐,0
4107,그러면 구리 목살 식당 알고싶어,1
4108,아 해운대 비빔밥 어디 있냐,1
4109,음성 뷔페 알려주세요,1
4110,의왕 놀기 좋은 아쿠아리움 알려줄래,2
4111,서울 영등포구 미세먼지 어떨까,3
4112,남양주 우산 필요하니,0
4113,진천군 날씨 궁금해,0
4114,강릉 고깃집 어디 있니,1
4115,경상북도 근처 강 알려줘,2
4116,양주 우산 챙길까,0
4117,내일 과천 가는데 튀김 어디 있냐,1
4118,대구 날씨 춥니,0
4119,서울 구로구 우산 가져갈까,0
4120,이번 주 평택 날씨 알려주세요,0
4121,관광지 주변 휴양지 알려줄래,2
4122,진천 술집 알려주라,1
4123,제일 맛있게 하는 과자 추천해 줘,1
4124,이번 주 군산 갈 것 같은데 미세먼지 어때,3
4125,안산 날씨 춥냐,0
4126,문경 그럼 덥냐,0
4127,충청남도 비 올지 부탁 해,0
4128,용인 놀 만 한 공 원장 알려줘,2
4129,고양시 일산서구 스모그 알려줄래,3
4130,문학관 공연장 추천해 봐,2
4131,논산 날씨 말해 줘봐,0
4132,제천 마스크 필요해,3
4133,광진구 제일 맛있게 하는 팥빙수 어디 있냐,1
4134,보령 가봐야 하는 명소 추천 ㅋ,2
4135,경기도 근처 갈대 어디 있냐,2
4136,경상북도 주변 산책로 알려주라,2
4137,화요일 음 영광 미세먼지,3
4138,경기도 근처 여행지 추천해 줘,2
4139,동해 우동 집 알려주라,1
4140,화순 순두부 먹어 배고파,1
4141,밀양 들려야 하는 명소 추천해 줘,2
4142,김천 방송 나온 우동 집 알려줄래,1
4143,충청남도 주변 바닷가 알려주라,2
4144,영동 맑으려나,3
4145,울릉도 화요일 미세먼지 어때,3
4146,아름다운 사진 찍기 좋은 휴양지 추천해 줘,2
4147,산청 미세먼지 어떨까,3
4148,강동구 샐러드 바 알려주라,1
4149,오산 베이커리 알려주라,1
4150,진도 미세먼지,3
4151,청양 날씨 흐리니,0
4152,수요일 부안 가는데 미세먼지 궁금해,3
4153,내일 날짜 동두천 날씨 알려줘,0
4154,이번 주 상주 꽃가루 줘,3
4155,오늘 원주시 가는데 미세먼지 알려줘,3
4156,목요일 음 함안 공기 미세먼지,3
4157,평창 중국집 어디 있냐,1
4158,하남 미세먼지 어떤지 말해 주라,3
4159,경상북도 근처 갯벌 추천해 주세요,2
4160,용산구 스모크 궁금해요,3
4161,재밌는 축제 원해요,2
4162,수요일 의령 그러면 공기 미세먼지,3
4163,나주 피자 맛집 알려주라,1
4164,보령 관광 해볼만 한 명소 알려줘,2
4165,괴산 관광 할만 한 명소 추천해 줘,2
4166,ㅋㅋㅋ 이번 주 군산 미세먼지 어때,3
4167,경상도 주변 휴양지 알려줘,2
4168,영월 미세먼지,3
4169,상주 비 올까,0
4170,단양 마스크 필요할까,3
4171,오늘 경주 근처 날씨 어때,0
4172,춘천 날씨 말해 줘줘,0
4173,하남 황사 오니,3
4174,평택 들려 봐야 하는 도서관 어디 있니,2
4175,들려 봐야 하는 산악 자전거 휴양지 알고싶어,2
4176,밀양 추우면 안되는데,0
4177,평택 미세먼지,3
4178,은평구 인기 많은 비빔밥 어디 있니,1
4179,서울 성동 마스크 챙겨야해,3
4180,경상도 근처 여행지 알려주라,2
4181,금천구 중국집 알려줄래,1
4182,증평 공기 미세먼지,3
4183,모레 경산 미세먼지,3
4184,당진 날씨 맑냐,0
4185,내일 강원도 횡성군 가는데 미세먼지 알려줄래,3
4186,의왕 제일 괜찮은 원조 있니,1
4187,추천할만한 축구 볼거리 있어,2
4188,태안 공기 미세먼지,3
4189,아니 내일 충청남도 당진시 날씨 알려줄래,0
4190,인사동 갈만한 워터파크 추천해 줘,2
4191,충청북도 근처 꽃 추천해 주세요,2
4192,논산 구경 하기 좋은 국립공원 알려줘,2
4193,남원 오존 미세먼지,3
4194,충청도 주변 경치 추천해 주라,2
4195,근처 맛 나게 하는 식당 알려주세요,1
4196,경기도 주변 여행지 알려주세요,2
4197,봉화 우산 필요하니,0
4198,내일 부산 우산 써야해,0
4199,성동구 유명한 비빔국수 알려줄래,1
4200,청주 가볼만 한 명소 추천 해주세요,2
4201,경상북도 비 오는지 말해 줄 수 있니,0
4202,괜찮게 하는 갈비 추천해 주세요,1
4203,고창 분식 어디 있니,1
4204,고창 덥니,0
4205,그러면 청양 눈 오는지 알려줄 수 있니,0
4206,무안 미세먼지 어떨까,3
4207,관악구 베이커리 알려주라,1
4208,서초구 고깃집 알려줘,1
4209,울산 이번 주 비 오니 ㅋㅋ,0
4210,인기 많은 샤브샤브 어디 있냐,1
4211,강남구 고깃집 알려줄래,1
4212,강서구 우동 집 알려주세요,1
4213,중랑구 인기 많은 후라이드 알려주세요,1
4214,부산 송파구 빵집 알고싶어,1
4215,도봉구 맛 나게 하는 샐러드 알고싶어,1
4216,동두천 흐리니,0
4217,추운데 익산 스키장 어때,2
4218,영월 라멘 맛집 알고싶어,1
4219,모레 함안 미세먼지,3
4220,청송 우산 가져갈까,0
4221,무안 들려 봐야 하는 미술관 알려줄래,2
4222,금산 피자 집 알려줄래,1
4223,튤립 핀 곳 있어,2
4224,서울 강남구 라멘 맛집 추천해 주세요,1
4225,의성 들려야 하는 분수 대 추천 해줘,2
4226,증평 갈만 한 관광지 추천해 주세요,2
4227,고창 소문난 치킨 알려주세요,1
4228,미추홀 우산 가져가야하니,0
4229,울산 우산 챙길까 고민 돼,0
4230,시흥 치킨 집 어디 있냐,1
4231,전라도 근처 바닷가 알려주라,2
4232,청양 갈만 한 경마장 어디 있니,2
4233,추억 사진 찍기 좋은 휴양지 알려줄래,2
4234,칠곡 미세먼지,3
4235,산청 갈비 맛집 추천해 줘,1
4236,성동구 돈까스 집 알고싶어,1
4237,강남구 방송 나온 빵집 알려주라,1
4238,서울 용산구 소문난 뷔페 추천 해주세요,1
4239,지금 어떤데 먼지,3
4240,추억 셀카 촬영 할만 한 휴양지 어디 있냐,2
4241,전라북도 주변 휴양지 추천해 주세요,2
4242,주변 유명한 식당 어디 있냐,1
4243,구미 마스크 써야하니,3
4244,근처 유명한 식당 알려줘,1
4245,먹고싶은 경창 창원 무지개떡 코스요리,1
4246,아니 경산 샤브샤브 맛집 어디 있니,1
4247,음성 미세먼지,3
4248,칠곡 마스크 챙길까,3
